,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
61819,emancipator,first snow (ooah remix),2011,jazz,alive grow tiny seed know little tomato seed plant garden grow nice tomatoes yeah laughter look like daddy remember tell lay baby grow die bury body grind soul go heaven look bundle like jack pair pant sock need mask cause cold real cold,43,0.046313384700447,0.3560377351857542,0.1050143093103797,0.0017543859773301,0.0743925383921474,0.1159618743066201,0.0017543860170393,0.0017543861656706,0.0017543860423001,0.0017543859950604,0.0017543860378009,0.0017543860879261,0.0017543860451138,0.2152216187118783,0.0017543860126765,0.0660059069867769,0.5862666522257122,0.6360536368997256,0.2881518957348351,0.695344129554656,0.3126545754328112,0.5585447713682348,violence,0.1285714285714285
61962,kenny g,let it snow! let it snow! let it snow!,2012,jazz,weather outside frightful delightful place snow snow snow sign stop buy corn pop light turn away snow snow snow finally kiss goodnight hate go hold tight home warm slowly die dear goodbying long snow snow snow finally kiss goodnight hate go hold tight home warm slowly die dear goodbying long snow snow snow snow snow snow snow snow snow,59,0.0010121457510767,0.1137279062555671,0.0010121457911798,0.0010121458155282,0.0010121457491241,0.00101214575492,0.167700187746929,0.0010121457805683,0.0010121457768755,0.6210538260248828,0.0010121458126303,0.0613431004141044,0.0010121457648067,0.0010121457518418,0.0010121458347475,0.0010121458172848,0.3707354056103108,0.6503345896469501,0.2871478786625288,0.5465587044534413,0.1137675185490519,0.470453932094776,music,0.1142857142857142
62160,skeewiff,don't rock the boat,2013,jazz,pledge allegiance flag unite state america republic stand nation indivisible liberty justice time rebelution time rebelution time rebelution yeah time american rebelution bunch rowdy rednecks comin work savin paychecks pumpin good holy jeans muddy boot yeah check footwork takin name plain kickin foot hurt time ride scene live beam holdin hoppin tryna scan scene grab gun grab knife tonight prepare fight country folks unite think yeah know hopin talkin dumb shit wreckin pave cause gonna push mention gonna listen crook politician country think solution american rebelution yeah beatbox practice bout beat think come fall thinkin mcgraw ought kick crosshairs mean shit city slick skinny jeans weird kick mind leave lone best think wanna messin round rednecks piss outlaw play nice mind laws sneak stand tall folks like style creep crook smile swig homemade shoot lose country mile rebel people mind doin comin american rebelution,144,0.0007017544077273,0.0007017544539689,0.0007017544549813,0.1273265489787737,0.0559818481489785,0.0007017544075721,0.0007017543935564,0.0588097849079784,0.3869801996346678,0.0007017544046575,0.2747176202066417,0.000701754400809,0.0007017544278555,0.0007017544253709,0.036608874347344,0.0007017544219387,0.9122712011263946,0.6797425839038023,0.2761036908671595,0.8097165991902835,0.9021022258862323,0.7016923851876053,obscene,0.1
63019,michael lington,break the ice,2018,jazz,haile selassie chapel power trinity build mind direction serve live live trouble selassie kings yeah conquer triumphantly sing yeah search search book revelation look haile selassie chapel world know kings tell search search great book life revelation haile selassie chapel kings conquer triumphantly sing sing sing search search great book life revelation look haile selassie chapel power trinity build mind direction serve live live conquer triumphantly sing sing sing check yeah sing conquer sing conquer sing conquer sing,78,0.00116959066383,0.0011695906996718,0.4418845668796116,0.0011695907356631,0.0702386697209823,0.0011695906527505,0.0011695906529389,0.0011695907712021,0.0292119399021832,0.2791356490115569,0.0011695906834297,0.0011695906679579,0.1631549048637296,0.001169590760895,0.0011695906685419,0.0011695906447399,0.7259828874688617,0.7930928390123836,0.0530110974007002,0.8765182186234818,0.6073784006595218,0.8308255473043802,world/life,0.0285714285714285
63318,alton ellis,willow tree,1968,reggae,tear fall cry eternally tree shed tear eternally cause search need tear tell weep meet tree shed tear eternally cause search need tear tell weep meet tree shed tear eternally cause search need tear,34,0.0020242915346006,0.002024291519616,0.0020242916033729,0.0020242915190262,0.1194600227619652,0.0020242915129533,0.0020242915519919,0.1090784017130178,0.002024291569566,0.0020242915409745,0.0020242915757613,0.2508548234987632,0.0020242916567597,0.0020242915419858,0.4902423788197964,0.0020242915037769,0.6696631647351892,0.7818372945670845,0.6807225710065974,7.135627530364373e-06,0.9330173124484747,0.5195045130538611,sadness,0.7428571428571429
65282,super cat,fight fi power,1992,reggae,ting know give wurld shatta wale version simple money money look long fight clock stop like pilot stop change game level shady devil waste time kill chicken time rebel know street credit controversial ting fool turn hater business unnu later wisdom power money prayer days afro slayer haffi flip coin silence dash noise money forget boys loyalty time bridge dangerous dangerous adventurous adventurous kill curious curious curious chapter gyal endorse member ting lead stay fresh clean like hype ask fight fight cyan come tell know tracker careful laughter want paper reluctant want bwoy shotgun road choose frighten work hard lyrical tighten shadouts fandem black lightskin unnu self black like cola tryna world like fuck cyan gimme boner head hard stoner member cyan pity millipede badman like turn freak bust bwoy head right city survival movement unnu know straight colorado send message dead body cargo know bwoy sicily tell pronto brush snitch motto step convo super scary dunno gun combo shatta movement life,162,0.000674763851089,0.2286629483246877,0.1196651601343968,0.0655162441427475,0.000674763834882,0.0006747638754428,0.0006747638372017,0.1062896211090665,0.3842233311811169,0.0006747638460158,0.0625172658142477,0.0006747638592645,0.000674763880341,0.0006747638820422,0.0006747638527893,0.0006747638343118,0.7530596772446659,0.7093044124810911,0.2771077079394658,0.0,0.8897361912613355,0.7287202563283257,obscene,0.4
65296,shabba ranks,will power,1992,reggae,deen wait believe better open eye wait believe better open eye stop believe stop believe stop believe wait believe better open eye catchin wreck nuff respect ones better forget power strong mind abilities shabba rankin teach believe open doors wise rest fool sleep coulda shallow wise deep canna canna gotta believe carpenter coulda stool carpenter tool ambition tool work people waste time like jerk want boom want like cassius boom vain believe stand firm badda loafa,76,0.001119820831038,0.0011198208943505,0.4453336731314936,0.1036461194096597,0.0011198208404252,0.0011198208999062,0.0011198208453147,0.0011198208776816,0.1299589139376153,0.0011198208349022,0.0011198208495613,0.0744052234467258,0.0011198209369792,0.0011198209295325,0.1041874985848297,0.0011198208569936,0.676161594281382,0.6685383175653155,0.1757019836365297,1.5182186234817814e-06,0.9165292662819454,0.7427347080309215,world/life,0.4
66054,g. love & special sauce,willow tree,1997,reggae,weep tree surround long limbs dear grow shade sand bank river drink stream cool breeze leave sing water pebbles forever wish weep tree wish weep tree wish weep tree sweet river caress softly stir search root shade summer heat cool dance long winter freeze summer drought survive belong sing water pebbles forever wish weep tree wish weep tree wish weep tree sing water pebbles forever sing water pebbles forever sing water pebbles forever tree tree,75,0.0009569378004659,0.0009569379935865,0.0009569379379831,0.0009569378433778,0.000956937799146,0.000956937806147,0.0009569378696306,0.0009569378152456,0.0009569378184576,0.3911457377746186,0.0240004867211409,0.1904834494134815,0.0009569378569478,0.0009569378089187,0.1071989285740665,0.0009569377997585,0.559189862449908,0.6758454477860676,0.6054212905836251,0.0063866396761133,0.71558120362737,0.6606500623442894,music,0.3285714285714285
66805,max romeo,let the power fall on i,2002,reggae,power fall power fall power zion fall power fall justice peace justice peace long wicked reign justice peace power fall power fall zion power zion fall power fall instrumental break power fall power fall zion power zion fall power fall wicked burn flame wicked burn flame wicked burn wicked burn flame power fall power fall zion power zion fall,59,0.0012239902082359,0.0012239902409386,0.001223990219502,0.0223026769781551,0.0012239902080831,0.0012239902184669,0.0012239902170381,0.0012239902113571,0.0012239902105373,0.0012239902283363,0.0012239902123609,0.1689323933114234,0.0972749393029191,0.0012239902081097,0.3726061042771193,0.0012239902091617,0.9046896999891694,0.6010306899469271,0.1134529251535393,0.0020850202429149,0.9680544105523494,0.5044890290867943,sadness,0.2571428571428571
67830,john brown's body,push some air,2008,reggae,hours dream push away think move forward keep light fade cloud listen shout afford dollar care pain gonna need gonna fee matter gonna tell hear decision solution today beat break barely flow hold tongue blow help push word mouth start want gonna push hand gonna shout gonna stand gonna push raise voice hear gonna shout scream clear gonna push raise hand feel keep gonna push raise voice hear gonna shout scream clearly push music speakers extreme surround confusion greed power speech release disturbance frequencies wind begin interfere clear high place gonna feel fever burn head want survive pressure better weight wanna live step push beat like frighten speak fee tonight make brighter push beat like frighten free feel vibes excite stand push,122,0.0005316321150307,0.3486308327832563,0.0005316321629156,0.0141928688158153,0.0005316321867182,0.0005316321495132,0.0005316321555619,0.0005316321596756,0.0394916800224225,0.0715548540278401,0.0005316321471985,0.0596442705108626,0.0139694608729675,0.0005316321493492,0.0969303903268866,0.024470815124863,0.837539261345175,0.8146552829269542,0.0040150642721528,0.0,0.9113767518549052,0.7657584501137572,violence,0.1714285714285714
67867,the supervillains,snow white,2008,reggae,fuck hearts subarctic pretty fuck cold personality lack soul steely knife stick courtesy snow white backstabbing attack boyfriend week street bible hand condom wallet snow white lie heed choose path victim snow white wrath go hell bitch snow white wicked witch understand try mirror mirror wall lie care true mirror wall lie think godsend mirror wall best friend gonna work single street mind alias snow white stupid little silly bitch right care true mirror mirror wall lie obsess best friend mirror wall best friend away away away snow white,89,0.0007855459673077,0.4231963500327563,0.0007855459859304,0.0007855459885631,0.0007855459573066,0.0273520406402014,0.0007855459922767,0.2079868245497929,0.0947738668513072,0.0629660660255518,0.0839837832922513,0.0007855459769903,0.0007855459657985,0.0007855460126776,0.07515862303603,0.0007855459919938,0.5169500703996535,0.557777606850755,0.0006495990457821,3.88663967611336e-05,0.8722176422093981,0.5215065775828034,violence,0.1714285714285714
69093,ballyhoo!,lost at sea,2013,reggae,parole chanson lose wish clear spend life world compare lose tidal wave tread forever ship sink ocean floor need boat live ashore fool think wallflower ask dance cause heart lose tidal wave tread forever ship sink ocean floor need boat live ashore lose tidal wave tread forever ship sink ocean floor need boat live ashore wish clear spend life goddamn world compare,62,0.001169590659381,0.0011695906950446,0.3115588481650229,0.0011695906823365,0.0544775385116722,0.0011695906463771,0.0011695906537016,0.0011695907495225,0.0011695906979229,0.0011695906553022,0.0011695907527378,0.1065895919990961,0.0011695906503648,0.0011695906638076,0.1280996915708179,0.0011695906448766,0.5830174374526157,0.730559187754788,0.0702801910443685,0.0,0.8268755152514426,0.7517439984111614,world/life,0.1
69251,sol seed,family tree (feat. connah jay),2014,reggae,come girls school ring bring stray girls play school pink slip fine good time boys mind girl smoke school break rule act real cool talkin bout boys seat joy girlschool cause baby break rule girlschool cause baby break rule saddle shoe uniform blue girls girlschool traffic hallway gonna stay make come girls school breakin rule loose girl leave right school come house girlschool cause baby break rule girlschool cause baby break rule girlschool cause baby break rule girlschool cause baby break rule stayin school girlschool cause baby break rule girlschool cause baby break rule loose hips slip good time boys mind girlschool cause baby break rule girlschool cause baby break rule girlschool cause baby break rule girlschool cause baby break rule girlschool cause baby break rule girlschool cause baby break rule girlschool cause baby break rule,136,0.1812165327698462,0.0004784689106765,0.0004784689219329,0.0233456758443855,0.0004784689033337,0.0004784689006305,0.0004784688999623,0.0004784689110135,0.4362700715276548,0.0004784689702242,0.0872357637564896,0.0004784689008667,0.000478468925743,0.0608805185756762,0.1943970615828062,0.0004784689537852,0.7736380374742771,0.6723841755762376,0.2670675372164028,0.0006973684210526,0.8804616652926628,0.4984828354999674,obscene,0.0857142857142857
69343,skindred,kill the power,2014,reggae,resident evil attack zombie watch infect disease unprotected soul catcher listen everybody dress black goods evil evil worse word taliban word curse fuck somebody wanna fuck bomb gang retreat surrender mash heavyweight sound stop musta head fuck say know listen bullshit breath stink like bati tell rude fool dollar fuck rude wanna fuck bomb gang run gun know kill power skilling kill know kill power run hide kill power run know hide kill power kill kill joke blood get spill rewind select bomb shacka lick idiot salt suck drop roll good long kill kill grind gonna stay long cemetery get fill retreat surrender mash heavyweight sound run gun know kill power skilling kill know kill power run hide kill power run know hide kill power beat drum beat drum surrender surrender run hide kill power run know hide kill power run gun know kill power skilling kill know kill power kill power kill power beat drum beat drum,158,0.0004699248171085,0.4502882531940435,0.0004699248183309,0.0182560085358303,0.0004699248536673,0.0004699248171838,0.0004699248164719,0.129316355617401,0.1048017814336471,0.0004699248309235,0.0004699248312375,0.0004699248174393,0.0004699248210188,0.0004699248276795,0.000469924830459,0.017951712215628,0.5830174374526157,0.8388585493423583,0.0114447906072194,0.0007135627530364,0.6011953833470732,0.9789783224461064,violence,0.0857142857142857
71215,grateful dead,cold rain and snow,1967,rock,come stairs comb yellow hair go treat go treat go room sing faithful tune go chilly wind blow wind blow go chilly wind blow marry wife trouble life cold rain snow rain snow cold rain snow cold rain snow cold rain snow,42,0.0014619884146253,0.001461988383417,0.0388132297297475,0.001461988309487,0.0014619883040937,0.0014619884148153,0.0014619883431031,0.0014619883433525,0.0014619883252894,0.5668266705572448,0.0465795366575225,0.0014619883799831,0.0275339147023029,0.0772080183032385,0.0014619883319597,0.1051957472237918,0.3848153362937291,0.6683844832448785,0.6997988953804172,0.7732793522267206,0.8309975267930749,0.7707636114361128,music,0.7571428571428571
72426,rush,by-tor and the snow dog,1975,rock,tobes hades tombs hades flicker torchlight netherworld gather glare bytor take cavern north light sign rise bytor knight darkness centurion evil devil styx river styx lamplight nemesis wait gate snow ermine glow damp night coalblack eye shimmer hate bytor snow square battle fray begin battle challenge defiance furor aftermath hymn triumph epilogue battle dust clear disciples snow sound knell rejoice echo near bytor defeat retreat hell snow victorious land overworld save,71,0.0020242914984965,0.4083684278656467,0.0020242915722412,0.0020242916429355,0.0020242914988778,0.0020242915058781,0.0020242915381383,0.0020242915235662,0.0020242915207699,0.0020242917132725,0.0020242915765125,0.5165447721007878,0.0020242916620045,0.0020242915007217,0.0020242915615384,0.0020242914979759,0.2765081771905123,0.6523344358126297,0.0016957848351253,0.2864372469635627,0.3198680956306677,0.698689288394192,violence,0.6428571428571429
72861,foreigner,cold as ice,1977,rock,cold will sacrifice advice know see happen time oohooh close door leave world dig gold throw away feel cold will sacrifice want paradise know see happen time oohooh close door leave world dig gold throw away feel cold know cold cold cold cold cold cold cold cold know cold know cold cold know cold know cold cold know cold know cold cold,62,0.0009930486701548,0.4545903913698556,0.0550756852854665,0.000993048739033,0.0009930486623459,0.0009930486611657,0.0009930486944338,0.2946229384742668,0.0009930486877504,0.0009930486790995,0.0009930486991615,0.0009930487257681,0.0009930486724916,0.000993048692258,0.1808152542885543,0.0009930488160938,0.4920394238059136,0.6114145065764172,0.0990954810195592,1.4979757085020242e-06,0.4610469909315746,0.486470448326314,violence,0.6142857142857143
73230,talking heads,air,1979,rock,face faster faster faster faster faster faster happen skin protection need hurt hurt people worry people experience break heart remember remember remember remember remember weather get rough happen skin protection need hurt hurt people worry people experience,37,0.0018796992645009,0.0959481743407336,0.3603917714123879,0.0018796992771871,0.05066459174647,0.0693951618765743,0.0018796992621346,0.0018796994240675,0.0018796993140542,0.0018796992926318,0.0018796993565373,0.001879699282055,0.1328982745915033,0.0018796993326388,0.266265935036711,0.0018796992651116,0.4996209249431388,0.7633515370612516,0.0639548834888388,0.0014777327935222,0.5568837592745258,0.6816717398981829,world/life,0.5857142857142857
73878,split enz,six months in a leaky boat,1982,rock,young want sail world life live spirit sailor circumnavigate globe pioneer acknowledge frontier remember thunderclap lightning flash temper flare round horn dare spend months leaky boat afloat aotearoa rugged individual glisten like world tyranny distance stop cavalier stop conquer stay free lads forget forgive world explore tales tell shore spend months leaky boat months leaky boat alright listen shipwreck cruel fool kind wind sail protect prevail spend months leaky boat leaky boat,72,0.0016977929130236,0.0016977928848251,0.3770051707788122,0.0016977929623916,0.0016977928882523,0.0016977928747569,0.0016977928847458,0.0963159141138668,0.0016977929508206,0.0016977929373906,0.0016977930612828,0.1995279771237233,0.1290740291250414,0.0785023217123922,0.0016977929890604,0.0016977928701892,0.3219971840138633,0.5567776837679153,0.2148586494564753,0.0001174089068825,0.2137262984336356,0.550536513252466,world/life,0.5428571428571428
74076,genesis,second home by the sea,1983,rock,image sorrow picture delight things life endless days summer longer nights gloom wait morning light scenes unimportance like photos frame things life relive live tell,25,0.0030959752781399,0.0030959753150406,0.5979929992662484,0.0030959754654816,0.0030959752339079,0.0030959754122826,0.0030959752683115,0.0726095747718104,0.0030959753821909,0.0030959755094556,0.0030959753609675,0.2798618201066123,0.0030959752468332,0.0030959758195669,0.0030959753663386,0.0030959754535192,0.4454673453915304,0.7045868266543598,0.0001204820486767,0.5860323886639676,0.4455894476504534,0.7777708372874107,world/life,0.5285714285714286
75550,alice in chains,sea of sorrow,1990,rock,mind destructive taste choose stroll waste heart lose dark wall think strong high castle crumble time think crime open true open smile skull open live tomorrow follow wallow sorrow line face laugh disgrace know reach place open true open smile skull open live tomorrow follow wallow sorrow live tomorrow follow wallow sorrow live tomorrow follow wallow sorrow live tomorrow follow wallow sorrow live tomorrow follow wallow sorrow,67,0.0009746588741776,0.1372755641895897,0.7154232630698973,0.0009746589566479,0.0009746588707365,0.0009746588702212,0.0009746589157104,0.0009746589309938,0.0009746588880849,0.0009746588732791,0.0009746589050446,0.0590192125461947,0.0009746588769786,0.0009746589071641,0.0736620768044982,0.0009746588818824,0.2277699555940648,0.6788964951413994,0.0379508413161057,0.0,0.2096042868920032,0.8328276118333225,world/life,0.4285714285714285
75738,red hot chili peppers,the power of equality,1991,rock,soul sleep night right blood sight explode egos night like stick dynamite black white fight come courage hear turn feel word american equality sour attitude like devour peace hour little power power equality ought fill like hollow tree power equality right wrong song strong like want death message klux klan supremacy media chief menance people cause crime motherfucker smell slime blackest anger whitest fear hear clear peace hour little power power equality ought fill like hollow tree power equality tap public enemy white tickle pink listen music make think motherfuckin politician doin nothin ambition touch sound soul sacred vow create straight true peace hour little power power equality ought fill like hollow tree power equality madder motherfucker lick finger forget cause memory linger count quick little piccadilly sickness hick thickness welt bible belt deal hand deal sit grip kill fist give blood exist wrong piss people pain change brain bigot little brother hear heart come near misery friend break bend insanity happen humanity happen humanity happen humanity,167,0.0005060728913802,0.4026734732793386,0.0005060729131859,0.05006618290226,0.0005060728808488,0.0554597574038471,0.0005060729165708,0.1372871520133348,0.0676329249684597,0.0556098597940795,0.0005060728941959,0.0005060729063653,0.1463297792345214,0.0403426987315189,0.0395374425832838,0.000506072922949,0.5862666522257122,0.5853139502089582,0.0027801232732161,0.0611336032388664,0.8835531739488869,0.8778740637345229,violence,0.4142857142857143
75978,rage against the machine,take the power back,1992,rock,crank music bring shit yeah movement motion mass militant poetry check right light study insight diss teach read write socalled facts fraud want allege pledge lose culture culture lose spin mind time ignorance take gotta power plan motherfuck uncle step know raise drop style clear beat lyric fear rage relentless need movement quickness witness change counteract gotta power yeah gotta power gotta power present curriculum fist eurocentric right white blue disguise lecture puncture structure lie instal mind attempt hold cause hole spirit cause tear fear onesided stories years years years inferior inferior yeah need check interior care culture gotta power yeah gotta power gotta power check gonna break break break shit like yeah bring teacher stand class lesson plan recall student eye perceive lie bounce fuck wall composure keep guess fear play fool complacent students listen bullshit learn school europe rope swing learn thing hang gotta gotta like motherfuckin weathermen expose close doors strangle mangle truth cause circle hatred continue react gotta power yeah gotta power gotta power lie lie lie lie lie lie lie lie yeah atake atake atake atake yeah,182,0.0004537205114489,0.3157595205494758,0.0659796695150932,0.0004537205514441,0.1020440869339036,0.0004537205150574,0.0004537205414628,0.0539136611635959,0.212716215990126,0.0360824162624765,0.0004537205292644,0.0004537205857172,0.011999441329588,0.0004537205222694,0.0004537205475108,0.0004537205098161,0.604678869273259,0.8113734840909673,0.0730914388468261,7.236842105263159e-05,0.2755564715581204,0.9129101929910124,violence,0.4
76000,the cure,from the edge of the deep green sea,1992,rock,time fall wave wave wave know wrong long know know today belong right right watch come edge deep green listen like head like want believe hand surrender remember forever goodbye colorfully head wonderfully want want like secret kiss home away stay today say hold like thousand million days suddenly slow look break face rain smile brush tear away wish stop know moment break heart tear time years cry drink drug look forever go want let say feel pull feel change shape break free hang slip dress like flag floor hand surrender wish stop know moment break heart tear time years cry rain head pain hang shame different game vain away home,111,0.0005159958938119,0.0005159959135735,0.1120754470803995,0.0493815218858579,0.0005159958765625,0.0005159958809123,0.040224278140192,0.0771779822018095,0.0005159958947592,0.0005159959176394,0.1568881003712169,0.0005159958996423,0.0118055390050395,0.0697014972714054,0.3337642002528619,0.0005159959095999,0.4389689158453375,0.6429249032125733,0.0135532264590627,0.000575910931174,0.3312036273701566,0.6786686431047695,sadness,0.4
76180,mötley crüe,power to the music,1994,rock,listen people victimize circumcise cross line return critics devastate socialites masturbate losers learn say music dead streets know talk gotta bullet head want hear power music streets power music streets power music streets power music streets mother tell sons cyanide suicide blame devil tongue suck like parasite military reich blood burn bastards waste blood say music dead streets know talk want music wake dead tell turn turn power music streets power music streets power music streets power music streets,79,0.0008223684285166,0.5219787124871239,0.0008223684571399,0.0008223684526086,0.000822368432189,0.0008223684264436,0.000822368423919,0.1281560740649751,0.0008223684624881,0.2299140543744845,0.0008223684536983,0.0008223684817458,0.0625695650691145,0.0008223684578612,0.0008223684416719,0.0008223684327068,0.4963717101700423,0.7513780991205804,6.837356262405886e-05,0.1821862348178137,0.3889117889530091,0.9649638707435106,violence,0.3714285714285714
76862,simply red,the air that i breathe,1998,rock,wish think pass think need cigarettes sleep light sound book read make leave peaceful warm inside leave desire need breathe need breathe need breathe want peace come breathe sleep silent sleep need breathe need breathe need breathe want need breathe need breathe need breathe need breathe need breathe need breathe,50,0.0010964912740562,0.4621969562595741,0.0010964912740132,0.0010964912798349,0.2776036460310492,0.0010964912281949,0.001096491295693,0.0602708451126234,0.0010964912526548,0.0010964912892439,0.0010964912654141,0.0672720529078112,0.0239503565013853,0.0010964912738284,0.0532951053115079,0.0010964912326455,0.6480017329145458,0.6861779863087454,0.2108425811672501,4.0485829959514176e-05,0.6362324814509479,0.5605468358971771,violence,0.3142857142857143
76864,death,flesh and the power it holds,1998,rock,tell live flesh begin spit behold flesh power hold passion poison lace pleasure bittersweet face hide deep beneath spit behold flesh power hold touch taste breathe consume dejavu know encounter know word speak like wind face know beauty show ugly face prepare passion burn like carry wind time time begin spit behold flesh power hold build tear right time begin time spit behold flesh power hold touch taste breathe consume dejavu know encounter know word speak like wind face know beauty show ugly face prepare,85,0.0009398496333981,0.415673197558162,0.0009398496977387,0.0771485229289281,0.0009398496289093,0.0009398496256053,0.1129060422277329,0.1674980209285354,0.0009398496500753,0.0009398496474735,0.0009398496426092,0.1687892952175531,0.0009398496554101,0.0457668756877911,0.0009398496763646,0.0009398496271163,0.2895050362828983,0.8094505550855062,0.0001144579462429,0.0078744939271255,0.179719703215169,0.9659649030079815,violence,0.3142857142857143
77235,limp bizkit,rollin' (air raid vehicle),2000,rock,alright partner baby know time ladies gents chocolate starfish baby hand hand tell gonna breathe breathe hand hand tell gonna come yeah know shit right limp bizkit right people house hand cause care care time jonesin limp bizkit fuck punk shut fuck fuck fuck track hand hand lyric commercial,49,0.0828331753426304,0.0914449446739862,0.0013157895038154,0.0991760676900228,0.0404998049642427,0.0013157894853926,0.1465092882308438,0.0996556296590842,0.305275642309765,0.0013157894810099,0.0013157895296158,0.0013157894917261,0.0013157896234242,0.0013157896234087,0.0013157894934238,0.0013157894754525,0.5819343658615834,0.8288849575673666,0.0050793223687975,0.0,0.6887881286067601,0.9329308382804348,obscene,0.2857142857142857
78376,ac/dc,black ice,2008,rock,devil care toss time black line road black black come bleed crowd watch women mile come run late know live devil come call go black black black devil come call go black live long live long shoot moon gonna go kick creepcrawl street gouge eye black black black black life black life black life devil come acalling go kick creep crawl street gouge eye black,65,0.0008920607530309,0.5782943580147822,0.1130799537802558,0.0649132478744581,0.0008920606639198,0.0008920606692431,0.0008920606728791,0.0008920607408557,0.0008920606949621,0.0008920607012823,0.1372048248303275,0.0277995643935506,0.0008920606755736,0.0008920606742455,0.0008920606804342,0.049042172476339,0.4757933499404311,0.8144501704997051,0.0003232934972826,0.0016194331983805,0.4291014014839241,0.8898864509081764,violence,0.1714285714285714
78383,the getaway plan,where the city meets the sea,2008,rock,learn go go away breath turn yeah turn city meet daylight speak carry away yeah fall little piece leave piece perfectly home home learn go go away breath turn yeah turn leave place little piece leave hear loud clear problem dear home learn go go away breath turn yeah turn city meet daylight speak carry away home home learn go go away breath turn yeah turn city meet daylight speak carry away cause city meet daylight speak daylight speak,79,0.0007518797039763,0.0007518797626793,0.000751879769063,0.0007518797047694,0.0767184029815404,0.0272501149275354,0.0007518797821888,0.0007518797329264,0.0007518797149363,0.1475348381287215,0.1562985961103225,0.1372952081990486,0.0007518797121473,0.000751879707645,0.3652275752066992,0.0806527077470559,0.4454673453915304,0.7943235135758787,0.0039146625649222,0.0,0.4517724649629019,0.8618575475029849,sadness,0.1714285714285714
78390,blood red shoes,it's getting boring by the sea,2008,rock,leave past door away like blister blister blister consider change scenery get bore picture picture picture escape knock escape knock harsh tongue easily hear quiet quiet quiet consider change scenery get bore picture picture picture escape leave past door away like blister blister blister consider change scenery get bore picture picture picture,52,0.0014619883169309,0.5088787920389466,0.1209323802224064,0.0014619883247507,0.0014619883053289,0.0014619883056635,0.0014619883043797,0.0014619883589421,0.001461988353545,0.0014619883603138,0.0014619884045344,0.0014619883216561,0.001461988304533,0.0815123198335067,0.2667466830062863,0.0014619883122933,0.4487165601646269,0.8373971232982078,0.0211837562085905,0.0,0.0972794723825226,0.9809803869750484,violence,0.1714285714285714
78417,death cab for cutie,the ice is getting thinner,2008,rock,dear season change little stop get thinner bury wintry grave lump snow remain stay days turn weeks keep get thinner word speak spring arrive take surprise floes feet bleed leave dear underneath sadden know true get thinner get thinner,39,0.0018148820504394,0.4130599719850777,0.1109764157520621,0.0018148821743846,0.00181488203748,0.0385295405197592,0.0932678695433933,0.1948983929114568,0.0018148821120994,0.0893301542413092,0.0018148821836362,0.0018148821580338,0.0018148820371181,0.0018148820647572,0.001814882210514,0.0018148820521776,0.3252463987869599,0.6013896366946132,0.8504014562263618,0.0004736842105263,0.0531739488870568,0.1381112202903634,violence,0.1714285714285714
79363,thirty seconds to mars,up in the air,2013,rock,head stick moment emotion destroy feel fuck life laws break love sacrifice wrap hand neck tight thousand time tempt fate thousand time play game thousand time say today today today lose night wouldn trade lie life lyric commercial,38,0.0015948963506669,0.1995194691277517,0.3283386590990118,0.0908311750188279,0.0015948963461874,0.0015948963797856,0.1250529163612489,0.0015948965211852,0.145619829243614,0.0015948964317653,0.0015948964788635,0.0015948963730029,0.0015948963407992,0.0015948963703573,0.0015948964719394,0.0282184330057515,0.4562980613018521,0.8151680639950772,0.0057319334657966,0.0,0.4424979389942292,0.8628585797674561,world/life,0.1
79503,lincoln brewster,there is power,2014,rock,gather come power power power power power power fear stand word come silence doubt power power power power power power save break chain remain proclaim power power power power power power power power power power power power power power,39,0.0013850417601111,0.3006868653236007,0.0013850416261095,0.0013850415573573,0.0013850415518752,0.0013850415522062,0.0013850415539236,0.0013850415819806,0.0013850415833366,0.0013850415899686,0.0013850415694834,0.0013850415761627,0.0427716331734347,0.00138504155339,0.001385041635597,0.0013850415512466,0.4844579226686885,0.7640950696100299,0.0084026188781314,0.0,0.3373866446826051,0.8718678701476962,violence,0.0857142857142857
79682,jeremy camp,same power,2015,rock,water rag feet feel breath surround hear sound nations rise overtake overcome walk dark painful road face fear unknown hear children sing overtake overcome power grave power command dead live live power move mountains speak power calm rag live live live live promise true strength know greater things store overtake overcome greater live conquer enemy power darkness weapon prevail stand victory stand victory power grave power command dead live live power move mountains speak power calm rag live live live live,81,0.0009746588838371,0.3968540349044027,0.3385279184223421,0.0009746588751918,0.0009746588725701,0.0009746588743001,0.0009746588845929,0.0009746589320083,0.0009746588866441,0.0395668301654855,0.0009746589405182,0.0009746589243248,0.0275428894996444,0.0009746589025852,0.000974658926197,0.0009746590831374,0.3869814794757933,0.8015024485296003,0.0151596537747527,0.0,0.3312036273701566,0.690681030278423,violence,0.0714285714285714
